Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Age,Race,Accent,Intensity/Level,Sentiment,Emotion
15085,MELD,./dataset/meld\train\dia789_utt9.mp4,dia789_utt9.mp4,.mp4,Meld_Katie,"Aww, like I could hurt you. Are you making fun of my size? Don't make fun of me because of my size!",,,,,,positive,Surprise
15086,MELD,./dataset/meld\train\dia78_utt0.mp4,dia78_utt0.mp4,.mp4,Meld_Ross,"Ah-ha, nowhere to run!",,,,,,positive,Happy
15087,MELD,./dataset/meld\train\dia78_utt1.mp4,dia78_utt1.mp4,.mp4,Meld_Rachel,I dont like sitting up here! Im just gonna over,,,,,,negative,Anger
15088,MELD,./dataset/meld\train\dia78_utt2.mp4,dia78_utt2.mp4,.mp4,Meld_Phoebe,No Rachel! They got here first!,,,,,,negative,Anger
15089,MELD,./dataset/meld\train\dia78_utt3.mp4,dia78_utt3.mp4,.mp4,Meld_Phoebe,Why is Ross doing that?,,,,,,neutral,Neutral
15090,MELD,./dataset/meld\train\dia78_utt4.mp4,dia78_utt4.mp4,.mp4,Meld_Ross,DANGER,,,,,,negative,Fear
15091,MELD,./dataset/meld\train\dia78_utt5.mp4,dia78_utt5.mp4,.mp4,Meld_Rachel,Oh my God! Why is he jumping on those women!,,,,,,negative,Surprise
15092,MELD,./dataset/meld\train\dia790_utt0.mp4,dia790_utt0.mp4,.mp4,Meld_Rachel,"Oh, Joey! Sorry!",,,,,,negative,Surprise
15093,MELD,./dataset/meld\train\dia791_utt0.mp4,dia791_utt0.mp4,.mp4,Meld_Rachel,They made you head of the department!,,,,,,positive,Happy
15094,MELD,./dataset/meld\train\dia791_utt1.mp4,dia791_utt1.mp4,.mp4,Meld_Ross,"No, I get to teach one of his advanced classes!  Why didnt I get head of the department?",,,,,,positive,Happy
15095,MELD,./dataset/meld\train\dia791_utt10.mp4,dia791_utt10.mp4,.mp4,Meld_Rachel,Gettin all dressed up and going to a fancy restaurant.,,,,,,neutral,Neutral
15096,MELD,./dataset/meld\train\dia791_utt11.mp4,dia791_utt11.mp4,.mp4,Meld_Rachel,"Im not gonna be able to do that for so long, and its so much fun!",,,,,,positive,Happy
15097,MELD,./dataset/meld\train\dia791_utt12.mp4,dia791_utt12.mp4,.mp4,Meld_Rachel,I mean not that sitting at home worrying about giving birth to a sixteen pound baby is not fun.,,,,,,neutral,Neutral
15098,MELD,./dataset/meld\train\dia791_utt13.mp4,dia791_utt13.mp4,.mp4,Meld_Joey,"Hey, yknow what?",,,,,,neutral,Neutral
15099,MELD,./dataset/meld\train\dia791_utt14.mp4,dia791_utt14.mp4,.mp4,Meld_Rachel,Huh?,,,,,,neutral,Neutral
15100,MELD,./dataset/meld\train\dia791_utt15.mp4,dia791_utt15.mp4,.mp4,Meld_Joey,Why dont I take you out?,,,,,,neutral,Neutral
15101,MELD,./dataset/meld\train\dia791_utt16.mp4,dia791_utt16.mp4,.mp4,Meld_Rachel,"What?! Joey, you dont want to go on a date with a pregnant lady.",,,,,,negative,Surprise
15102,MELD,./dataset/meld\train\dia791_utt17.mp4,dia791_utt17.mp4,.mp4,Meld_Joey,Yes I do!,,,,,,positive,Happy
15103,MELD,./dataset/meld\train\dia791_utt18.mp4,dia791_utt18.mp4,.mp4,Meld_Joey,"And were gonna go out, were gonna have a good time, and take your mind off of childbirth and c-sections and-and giant baby heads stretching out",,,,,,positive,Happy
15104,MELD,./dataset/meld\train\dia791_utt19.mp4,dia791_utt19.mp4,.mp4,Meld_Rachel,Okay! Ill go with ya! Ill go! Ill go with ya.,,,,,,positive,Happy
15105,MELD,./dataset/meld\train\dia791_utt2.mp4,dia791_utt2.mp4,.mp4,Meld_Joey,"Oh! Hey Rach, listen umm",,,,,,neutral,Neutral
15106,MELD,./dataset/meld\train\dia791_utt20.mp4,dia791_utt20.mp4,.mp4,Meld_Joey,Ill be fun.,,,,,,neutral,Neutral
15107,MELD,./dataset/meld\train\dia791_utt21.mp4,dia791_utt21.mp4,.mp4,Meld_Rachel,All right?,,,,,,neutral,Neutral
15108,MELD,./dataset/meld\train\dia791_utt3.mp4,dia791_utt3.mp4,.mp4,Meld_Rachel,Yeah.,,,,,,neutral,Neutral
15109,MELD,./dataset/meld\train\dia791_utt4.mp4,dia791_utt4.mp4,.mp4,Meld_Joey,"I got a big date coming up, do you know a good restaurant?",,,,,,neutral,Neutral
15110,MELD,./dataset/meld\train\dia791_utt5.mp4,dia791_utt5.mp4,.mp4,Meld_Rachel,"Uh, Pauls Café. They got great food and its really romantic.",,,,,,neutral,Neutral
15111,MELD,./dataset/meld\train\dia791_utt6.mp4,dia791_utt6.mp4,.mp4,Meld_Joey,"Ooh, great! Thanks!",,,,,,positive,Happy
15112,MELD,./dataset/meld\train\dia791_utt7.mp4,dia791_utt7.mp4,.mp4,Meld_Rachel,"Yeah! Oh, and then afterwards you can take her to the",,,,,,neutral,Neutral
15113,MELD,./dataset/meld\train\dia791_utt8.mp4,dia791_utt8.mp4,.mp4,Meld_Joey,"You sure are naming a lot of ways to postpone sex, Ill tell ya",,,,,,neutral,Neutral
15114,MELD,./dataset/meld\train\dia791_utt9.mp4,dia791_utt9.mp4,.mp4,Meld_Rachel,"Ooh, I miss dating.",,,,,,negative,Sad
15115,MELD,./dataset/meld\train\dia792_utt0.mp4,dia792_utt0.mp4,.mp4,Meld_Rachel,Hi!,,,,,,positive,Happy
15116,MELD,./dataset/meld\train\dia792_utt1.mp4,dia792_utt1.mp4,.mp4,Meld_Joey,Hey!,,,,,,positive,Happy
15117,MELD,./dataset/meld\train\dia792_utt10.mp4,dia792_utt10.mp4,.mp4,Meld_Rachel,"Okay. . Hello Drake, I'm surprised to see you    here.",,,,,,negative,Surprise
15118,MELD,./dataset/meld\train\dia792_utt11.mp4,dia792_utt11.mp4,.mp4,Meld_Joey/Drake,I can't believe you married him.,,,,,,negative,Surprise
15119,MELD,./dataset/meld\train\dia792_utt12.mp4,dia792_utt12.mp4,.mp4,Meld_Rachel/actress,But what choice did I have. He was keeping my sister    in a,,,,,,negative,Anger
15120,MELD,./dataset/meld\train\dia792_utt13.mp4,dia792_utt13.mp4,.mp4,Meld_Joey/Drake,So what about us? Everything we feel for each other.,,,,,,negative,Sad
15121,MELD,./dataset/meld\train\dia792_utt14.mp4,dia792_utt14.mp4,.mp4,Meld_Rachel/actress,It's over! You,,,,,,positive,Happy
15122,MELD,./dataset/meld\train\dia792_utt15.mp4,dia792_utt15.mp4,.mp4,Meld_Joey/Drake,How can I?,,,,,,negative,Surprise
15123,MELD,./dataset/meld\train\dia792_utt16.mp4,dia792_utt16.mp4,.mp4,Meld_Joey/Drake,"Knowing I'll never hold you in my arms again,    or touch your skin, or feel your lips, knowing I'll never make love to you?",,,,,,negative,Sad
15124,MELD,./dataset/meld\train\dia792_utt17.mp4,dia792_utt17.mp4,.mp4,Meld_Joey/Drake,How can I accept that...,,,,,,negative,Sad
15125,MELD,./dataset/meld\train\dia792_utt18.mp4,dia792_utt18.mp4,.mp4,Meld_Joey/Drake,I can never kiss you again when it's all I can do not    to kiss you right now.,,,,,,negative,Sad
15126,MELD,./dataset/meld\train\dia792_utt19.mp4,dia792_utt19.mp4,.mp4,Meld_Rachel,Kiss me.,,,,,,positive,Happy
15127,MELD,./dataset/meld\train\dia792_utt2.mp4,dia792_utt2.mp4,.mp4,Meld_Rachel,"Joey, I gotta tell ya, I've been thinking",,,,,,neutral,Neutral
15128,MELD,./dataset/meld\train\dia792_utt20.mp4,dia792_utt20.mp4,.mp4,Meld_Joey,What?,,,,,,negative,Surprise
15129,MELD,./dataset/meld\train\dia792_utt3.mp4,dia792_utt3.mp4,.mp4,Meld_Joey,"Oh, you know, the writing was good, and the director is good,    and... and my co-star's good",,,,,,positive,Happy
15130,MELD,./dataset/meld\train\dia792_utt4.mp4,dia792_utt4.mp4,.mp4,Meld_Rachel,"God, you have to tell me what happens tomorrow!",,,,,,positive,Happy
15131,MELD,./dataset/meld\train\dia792_utt5.mp4,dia792_utt5.mp4,.mp4,Meld_Joey,"Ow, I'm just going over the script now! You wanna read lines with    me?",,,,,,positive,Surprise
15132,MELD,./dataset/meld\train\dia792_utt6.mp4,dia792_utt6.mp4,.mp4,Meld_Rachel,"Me? Oh, no, I am not an actress.",,,,,,negative,Disgust
15133,MELD,./dataset/meld\train\dia792_utt7.mp4,dia792_utt7.mp4,.mp4,Meld_Joey,"Oh, all right, I can ask Monica.",,,,,,neutral,Neutral
15134,MELD,./dataset/meld\train\dia792_utt8.mp4,dia792_utt8.mp4,.mp4,Meld_Rachel,"Oh screw her, that part is mine!",,,,,,negative,Anger
15135,MELD,./dataset/meld\train\dia792_utt9.mp4,dia792_utt9.mp4,.mp4,Meld_Joey,"Right...  ok, so just from the top of the page, right here.",,,,,,neutral,Neutral
15136,MELD,./dataset/meld\train\dia793_utt0.mp4,dia793_utt0.mp4,.mp4,Meld_Phoebe,"Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?",,,,,,positive,Happy
15137,MELD,./dataset/meld\train\dia793_utt1.mp4,dia793_utt1.mp4,.mp4,Meld_Joey,The bigger half.,,,,,,neutral,Neutral
15138,MELD,./dataset/meld\train\dia793_utt10.mp4,dia793_utt10.mp4,.mp4,Meld_Chandler,"Here, here!",,,,,,positive,Happy
15139,MELD,./dataset/meld\train\dia793_utt2.mp4,dia793_utt2.mp4,.mp4,Meld_Chandler,I'd like to propose a toast.,,,,,,positive,Happy
15140,MELD,./dataset/meld\train\dia793_utt3.mp4,dia793_utt3.mp4,.mp4,Meld_Chandler,"Little toast here, ding ding.",,,,,,positive,Happy
15141,MELD,./dataset/meld\train\dia793_utt4.mp4,dia793_utt4.mp4,.mp4,Meld_Chandler,"I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting.",,,,,,positive,Happy
15142,MELD,./dataset/meld\train\dia793_utt5.mp4,dia793_utt5.mp4,.mp4,Meld_Chandler,"Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know?",,,,,,negative,Anger
15143,MELD,./dataset/meld\train\dia793_utt6.mp4,dia793_utt6.mp4,.mp4,Meld_Chandler,So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,,,,,,positive,Happy
15144,MELD,./dataset/meld\train\dia793_utt7.mp4,dia793_utt7.mp4,.mp4,Meld_All,That's so sweet.,,,,,,positive,Happy
15145,MELD,./dataset/meld\train\dia793_utt8.mp4,dia793_utt8.mp4,.mp4,Meld_Ross,"And hey, here's to a lousy Christmas.",,,,,,positive,Happy
15146,MELD,./dataset/meld\train\dia793_utt9.mp4,dia793_utt9.mp4,.mp4,Meld_Rachel,And a crappy New Year.,,,,,,positive,Happy
15147,MELD,./dataset/meld\train\dia794_utt0.mp4,dia794_utt0.mp4,.mp4,Meld_Ross,"Now, hold on!",,,,,,negative,Anger
15148,MELD,./dataset/meld\train\dia794_utt1.mp4,dia794_utt1.mp4,.mp4,Meld_Ross,Hold on!,,,,,,negative,Anger
15149,MELD,./dataset/meld\train\dia794_utt10.mp4,dia794_utt10.mp4,.mp4,Meld_Mr. Waltham,"You spend half your life in the bathroom, why dont you ever go out the bloody window!",,,,,,negative,Anger
15150,MELD,./dataset/meld\train\dia794_utt2.mp4,dia794_utt2.mp4,.mp4,Meld_Ross,"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that Im gonna be at that airport and I hope that shell be there too!",,,,,,negative,Anger
15151,MELD,./dataset/meld\train\dia794_utt3.mp4,dia794_utt3.mp4,.mp4,Meld_Ross,"Oh yeah, I said Rachels name, but it didnt mean anything, Okay?",,,,,,negative,Anger
15152,MELD,./dataset/meld\train\dia794_utt4.mp4,dia794_utt4.mp4,.mp4,Meld_Ross,Shes-shes just a friend and thats all!,,,,,,negative,Anger
15153,MELD,./dataset/meld\train\dia794_utt5.mp4,dia794_utt5.mp4,.mp4,Meld_Ross,Thats all!,,,,,,negative,Sad
15154,MELD,./dataset/meld\train\dia794_utt6.mp4,dia794_utt6.mp4,.mp4,Meld_Ross,Now just tell Emily that I love her and that I cant imagine spending my life with anyone else.,,,,,,negative,Anger
15155,MELD,./dataset/meld\train\dia794_utt7.mp4,dia794_utt7.mp4,.mp4,Meld_Ross,"Please, promise me that youll tell her that.",,,,,,negative,Sad
15156,MELD,./dataset/meld\train\dia794_utt8.mp4,dia794_utt8.mp4,.mp4,Meld_Mr. Waltham,"All right, Ill tell her.  Come on bugger face!",,,,,,negative,Anger
15157,MELD,./dataset/meld\train\dia794_utt9.mp4,dia794_utt9.mp4,.mp4,Meld_Mrs. Waltham,Call me.,,,,,,neutral,Neutral
15158,MELD,./dataset/meld\train\dia795_utt0.mp4,dia795_utt0.mp4,.mp4,Meld_Ross,What happened?!!,,,,,,negative,Surprise
15159,MELD,./dataset/meld\train\dia795_utt1.mp4,dia795_utt1.mp4,.mp4,Meld_Joey,"Well, I dont know!!",,,,,,negative,Surprise
15160,MELD,./dataset/meld\train\dia795_utt2.mp4,dia795_utt2.mp4,.mp4,Meld_Ross,We fell asleep! That is all.,,,,,,neutral,Neutral
15161,MELD,./dataset/meld\train\dia795_utt3.mp4,dia795_utt3.mp4,.mp4,Meld_Joey,"Yeah. Yep. Yeah. All right, well uh, Id better go.",,,,,,neutral,Neutral
15162,MELD,./dataset/meld\train\dia795_utt4.mp4,dia795_utt4.mp4,.mp4,Meld_Ross,I think that would be best.,,,,,,neutral,Neutral
15163,MELD,./dataset/meld\train\dia795_utt5.mp4,dia795_utt5.mp4,.mp4,Meld_Joey,"Yeah. All right, Ill talk to you later.",,,,,,neutral,Neutral
15164,MELD,./dataset/meld\train\dia795_utt6.mp4,dia795_utt6.mp4,.mp4,Meld_Ross,Okay. But not about this!,,,,,,negative,Anger
15165,MELD,./dataset/meld\train\dia795_utt7.mp4,dia795_utt7.mp4,.mp4,Meld_Joey,No! Never! Never!  Bye.,,,,,,negative,Anger
15166,MELD,./dataset/meld\train\dia795_utt8.mp4,dia795_utt8.mp4,.mp4,Meld_Ross,No touch! No touch!,,,,,,neutral,Neutral
15167,MELD,./dataset/meld\train\dia796_utt0.mp4,dia796_utt0.mp4,.mp4,Meld_Chandler,"Umm ma’am, do you have a minute?  I kind of have some bad news. I don’t think I can move to Tulsa.",,,,,,negative,Sad
15168,MELD,./dataset/meld\train\dia796_utt1.mp4,dia796_utt1.mp4,.mp4,Meld_Ms. McKenna,What?,,,,,,negative,Surprise
15169,MELD,./dataset/meld\train\dia796_utt10.mp4,dia796_utt10.mp4,.mp4,Meld_Chandler,"See, me, I  love Tulsa!",,,,,,positive,Happy
15170,MELD,./dataset/meld\train\dia796_utt11.mp4,dia796_utt11.mp4,.mp4,Meld_Chandler,Tulsa is heaven!,,,,,,positive,Happy
15171,MELD,./dataset/meld\train\dia796_utt12.mp4,dia796_utt12.mp4,.mp4,Meld_Chandler,Tulsa is Italy—Please don’t make me go  there!,,,,,,negative,Fear
15172,MELD,./dataset/meld\train\dia796_utt13.mp4,dia796_utt13.mp4,.mp4,Meld_Ms. McKenna,"Chandler, I…",,,,,,positive,Happy
15173,MELD,./dataset/meld\train\dia796_utt14.mp4,dia796_utt14.mp4,.mp4,Meld_Chandler,No no no!,,,,,,negative,Fear
15174,MELD,./dataset/meld\train\dia796_utt15.mp4,dia796_utt15.mp4,.mp4,Meld_Chandler,"Look, Carol, can I call you Carol?",,,,,,neutral,Neutral
15175,MELD,./dataset/meld\train\dia796_utt16.mp4,dia796_utt16.mp4,.mp4,Meld_Chandler,Wh-why  would I when your name is Elaine?,,,,,,positive,Happy
15176,MELD,./dataset/meld\train\dia796_utt17.mp4,dia796_utt17.mp4,.mp4,Meld_Chandler,"Oh what a great picture of your son,  strapping!",,,,,,positive,Happy
15177,MELD,./dataset/meld\train\dia796_utt18.mp4,dia796_utt18.mp4,.mp4,Meld_Chandler,"That’s a picture of your daughter, isn’t it,  well she’s lovely.",,,,,,positive,Happy
15178,MELD,./dataset/meld\train\dia796_utt19.mp4,dia796_utt19.mp4,.mp4,Meld_Chandler,I like a girl with a strong jaw.,,,,,,negative,Sad
15179,MELD,./dataset/meld\train\dia796_utt2.mp4,dia796_utt2.mp4,.mp4,Meld_Chandler,"It’s a funny story, actually.",,,,,,neutral,Neutral
15180,MELD,./dataset/meld\train\dia796_utt20.mp4,dia796_utt20.mp4,.mp4,Meld_Chandler,I’ll call you from Tulsa.,,,,,,neutral,Neutral
15181,MELD,./dataset/meld\train\dia796_utt3.mp4,dia796_utt3.mp4,.mp4,Meld_Chandler,"I kind of fell asleep  in the meeting this morning so when I said I’d move to Tulsa, I didn’t really  know what I was saying.",,,,,,neutral,Neutral
15182,MELD,./dataset/meld\train\dia796_utt4.mp4,dia796_utt4.mp4,.mp4,Meld_Ms. McKenna,You fell asleep?,,,,,,negative,Surprise
15183,MELD,./dataset/meld\train\dia796_utt5.mp4,dia796_utt5.mp4,.mp4,Meld_Chandler,"But only because I was up all night worried about this  meeting, ain’t that funny?",,,,,,negative,Fear
15184,MELD,./dataset/meld\train\dia796_utt6.mp4,dia796_utt6.mp4,.mp4,Meld_Chandler,Irony?,,,,,,positive,Surprise
15185,MELD,./dataset/meld\train\dia796_utt7.mp4,dia796_utt7.mp4,.mp4,Meld_Chandler,"Not a fan, alright .",,,,,,neutral,Neutral
15186,MELD,./dataset/meld\train\dia796_utt8.mp4,dia796_utt8.mp4,.mp4,Meld_Chandler,"See, here’s  the thing.",,,,,,neutral,Neutral
15187,MELD,./dataset/meld\train\dia796_utt9.mp4,dia796_utt9.mp4,.mp4,Meld_Chandler,I went home and told my wife about Tulsa and she won’t go.,,,,,,neutral,Neutral
15188,MELD,./dataset/meld\train\dia797_utt0.mp4,dia797_utt0.mp4,.mp4,Meld_Monica,Hi.,,,,,,neutral,Neutral
15189,MELD,./dataset/meld\train\dia797_utt1.mp4,dia797_utt1.mp4,.mp4,Meld_Fake Monica,Hey.,,,,,,neutral,Neutral
15190,MELD,./dataset/meld\train\dia797_utt10.mp4,dia797_utt10.mp4,.mp4,Meld_Monica,I just can't believe you're in here.,,,,,,positive,Surprise
15191,MELD,./dataset/meld\train\dia797_utt11.mp4,dia797_utt11.mp4,.mp4,Meld_Monica,"I mean, what am I gonna do without you?",,,,,,negative,Sad
15192,MELD,./dataset/meld\train\dia797_utt12.mp4,dia797_utt12.mp4,.mp4,Meld_Monica,Who's gonna crash the embassy parties with me?,,,,,,negative,Sad
15193,MELD,./dataset/meld\train\dia797_utt13.mp4,dia797_utt13.mp4,.mp4,Meld_Monica,Who's gonna take me to the,,,,,,negative,Sad
15194,MELD,./dataset/meld\train\dia797_utt2.mp4,dia797_utt2.mp4,.mp4,Meld_Monica,How are you?,,,,,,neutral,Neutral
15195,MELD,./dataset/meld\train\dia797_utt3.mp4,dia797_utt3.mp4,.mp4,Meld_Fake Monica,"I'm not too bad. Fortunately, blue's my colour. How-how did you know I was here?",,,,,,neutral,Neutral
15196,MELD,./dataset/meld\train\dia797_utt4.mp4,dia797_utt4.mp4,.mp4,Meld_Monica,Because... I'm Monica Geller. It was my credit card you were using.,,,,,,neutral,Neutral
15197,MELD,./dataset/meld\train\dia797_utt5.mp4,dia797_utt5.mp4,.mp4,Meld_Fake Monica,That I was not expecting.,,,,,,negative,Surprise
15198,MELD,./dataset/meld\train\dia797_utt6.mp4,dia797_utt6.mp4,.mp4,Meld_Monica,"I want you to know, it wasn't me who turned you in.",,,,,,neutral,Neutral
15199,MELD,./dataset/meld\train\dia797_utt7.mp4,dia797_utt7.mp4,.mp4,Meld_Fake Monica,Oh. Thanks.,,,,,,neutral,Neutral
15200,MELD,./dataset/meld\train\dia797_utt8.mp4,dia797_utt8.mp4,.mp4,Meld_Monica,"No, thank you! You have given me so much! I mean, if it wasn't for you, I would never have gotten to sing",,,,,,positive,Happy
15201,MELD,./dataset/meld\train\dia797_utt9.mp4,dia797_utt9.mp4,.mp4,Meld_Fake Monica,"Well, actually, you only got to sing 'Memo-'.",,,,,,neutral,Neutral
15202,MELD,./dataset/meld\train\dia798_utt0.mp4,dia798_utt0.mp4,.mp4,Meld_Rachel,"Uh... Oh, Mindy, you are so stupid. Oh, we are both so stupid.",,,,,,negative,Disgust
15203,MELD,./dataset/meld\train\dia798_utt1.mp4,dia798_utt1.mp4,.mp4,Meld_Mindy,What do you mean?,,,,,,neutral,Neutral
15204,MELD,./dataset/meld\train\dia798_utt2.mp4,dia798_utt2.mp4,.mp4,Meld_Rachel,Smell familiar?,,,,,,neutral,Neutral
15205,MELD,./dataset/meld\train\dia798_utt3.mp4,dia798_utt3.mp4,.mp4,Meld_Mindy,Oh no.,,,,,,negative,Fear
15206,MELD,./dataset/meld\train\dia798_utt4.mp4,dia798_utt4.mp4,.mp4,Meld_Rachel,"Oh, I am so sorry.",,,,,,negative,Sad
15207,MELD,./dataset/meld\train\dia798_utt5.mp4,dia798_utt5.mp4,.mp4,Meld_Mindy,"No me, I am so sorry...",,,,,,negative,Sad
15208,MELD,./dataset/meld\train\dia798_utt6.mp4,dia798_utt6.mp4,.mp4,Meld_Joey,Oh my.,,,,,,positive,Surprise
15209,MELD,./dataset/meld\train\dia799_utt0.mp4,dia799_utt0.mp4,.mp4,Meld_Ross,"Well, there's no way I'm gonna get a shot.",,,,,,negative,Fear
15210,MELD,./dataset/meld\train\dia799_utt1.mp4,dia799_utt1.mp4,.mp4,Meld_Ross,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",,,,,,negative,Fear
15211,MELD,./dataset/meld\train\dia799_utt2.mp4,dia799_utt2.mp4,.mp4,Meld_Monica,"Doctor, can I see you for just a minute please? My brother has a slight phobia about needles.",,,,,,neutral,Neutral
15212,MELD,./dataset/meld\train\dia799_utt3.mp4,dia799_utt3.mp4,.mp4,Meld_Ross,Did you tell him about my thquirt gun idea?,,,,,,neutral,Neutral
15213,MELD,./dataset/meld\train\dia799_utt4.mp4,dia799_utt4.mp4,.mp4,Meld_Monica,"My brother, the PhD would like to know if there's any way to treat this orally.",,,,,,neutral,Neutral
15214,MELD,./dataset/meld\train\dia799_utt5.mp4,dia799_utt5.mp4,.mp4,Meld_Doctor,"No, under these circumstances it has to be an injection, and it has to be now.",,,,,,neutral,Neutral
15215,MELD,./dataset/meld\train\dia799_utt6.mp4,dia799_utt6.mp4,.mp4,Meld_Ross,Tho?,,,,,,neutral,Neutral
15216,MELD,./dataset/meld\train\dia79_utt0.mp4,dia79_utt0.mp4,.mp4,Meld_Joey,No thats all right. Dont worry about it.,,,,,,neutral,Neutral
15217,MELD,./dataset/meld\train\dia79_utt1.mp4,dia79_utt1.mp4,.mp4,Meld_Rachel,Oh but look! Thats gonna leave a stain!,,,,,,negative,Disgust
15218,MELD,./dataset/meld\train\dia79_utt2.mp4,dia79_utt2.mp4,.mp4,Meld_Joey,Rach! Hey! Its fine! Youre at Joeys!,,,,,,positive,Happy
15219,MELD,./dataset/meld\train\dia79_utt3.mp4,dia79_utt3.mp4,.mp4,Meld_Rachel,Really?,,,,,,positive,Surprise
15220,MELD,./dataset/meld\train\dia79_utt4.mp4,dia79_utt4.mp4,.mp4,Meld_Joey,Yeah! Look!,,,,,,neutral,Neutral
15221,MELD,./dataset/meld\train\dia79_utt5.mp4,dia79_utt5.mp4,.mp4,Meld_Rachel,Ive never lived like this before.,,,,,,negative,Disgust
15222,MELD,./dataset/meld\train\dia79_utt6.mp4,dia79_utt6.mp4,.mp4,Meld_Joey,I know.,,,,,,neutral,Neutral
15223,MELD,./dataset/meld\train\dia79_utt7.mp4,dia79_utt7.mp4,.mp4,Meld_Joey,"All right, dont waste it, I mean its still food.",,,,,,neutral,Neutral
15224,MELD,./dataset/meld\train\dia7_utt0.mp4,dia7_utt0.mp4,.mp4,Meld_Joey,"Okay, look, I think we have to tell Rachel she messed up her dessert.",,,,,,neutral,Neutral
15225,MELD,./dataset/meld\train\dia7_utt1.mp4,dia7_utt1.mp4,.mp4,Meld_Ross,"What?! What is with everybody? Its Thanksgiving, not...Truth-Day!",,,,,,negative,Anger
15226,MELD,./dataset/meld\train\dia800_utt0.mp4,dia800_utt0.mp4,.mp4,Meld_Ross,Ohhh.,,,,,,negative,Fear
15227,MELD,./dataset/meld\train\dia800_utt1.mp4,dia800_utt1.mp4,.mp4,Meld_Monica,"That's good, have a seat.",,,,,,neutral,Neutral
15228,MELD,./dataset/meld\train\dia801_utt0.mp4,dia801_utt0.mp4,.mp4,Meld_Monica,"Um, the doctor says it's gotta be a needle.",,,,,,neutral,Neutral
15229,MELD,./dataset/meld\train\dia801_utt1.mp4,dia801_utt1.mp4,.mp4,Meld_Monica,"You're just gonna have to be brave, ok?",,,,,,neutral,Neutral
15230,MELD,./dataset/meld\train\dia801_utt2.mp4,dia801_utt2.mp4,.mp4,Meld_Monica,Can you do that for me?,,,,,,neutral,Neutral
15231,MELD,./dataset/meld\train\dia801_utt3.mp4,dia801_utt3.mp4,.mp4,Meld_Ross,Ok.,,,,,,neutral,Neutral
15232,MELD,./dataset/meld\train\dia801_utt4.mp4,dia801_utt4.mp4,.mp4,Meld_Monica,Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?,,,,,,neutral,Neutral
15233,MELD,./dataset/meld\train\dia801_utt5.mp4,dia801_utt5.mp4,.mp4,Meld_Ross,Yes!,,,,,,negative,Fear
15234,MELD,./dataset/meld\train\dia801_utt6.mp4,dia801_utt6.mp4,.mp4,Meld_Monica,"All right, Ross, don't squeeze it so hard.",,,,,,neutral,Neutral
15235,MELD,./dataset/meld\train\dia801_utt7.mp4,dia801_utt7.mp4,.mp4,Meld_Monica,"Honey, really, don't squeeze it so hard!",,,,,,negative,Anger
15236,MELD,./dataset/meld\train\dia801_utt8.mp4,dia801_utt8.mp4,.mp4,Meld_Monica,Let go of my hand!,,,,,,negative,Anger
15237,MELD,./dataset/meld\train\dia802_utt0.mp4,dia802_utt0.mp4,.mp4,Meld_Ross,Youre gonna love me so much. I got Sting tickets!!,,,,,,positive,Happy
15238,MELD,./dataset/meld\train\dia802_utt1.mp4,dia802_utt1.mp4,.mp4,Meld_Phoebe,Oh my God! I do love you! How did you do it?!,,,,,,positive,Happy
15239,MELD,./dataset/meld\train\dia802_utt2.mp4,dia802_utt2.mp4,.mp4,Meld_Ross,Welllets just say,,,,,,neutral,Neutral
15240,MELD,./dataset/meld\train\dia802_utt3.mp4,dia802_utt3.mp4,.mp4,Meld_Phoebe,"Oo, where are the seats?",,,,,,positive,Happy
15241,MELD,./dataset/meld\train\dia802_utt4.mp4,dia802_utt4.mp4,.mp4,Meld_Ross,"Uh, middle balcony.",,,,,,neutral,Neutral
15242,MELD,./dataset/meld\train\dia803_utt0.mp4,dia803_utt0.mp4,.mp4,Meld_Boy in the Cape,Youre a mean old woman.,,,,,,negative,Anger
15243,MELD,./dataset/meld\train\dia803_utt1.mp4,dia803_utt1.mp4,.mp4,Meld_Rachel,No! Wait no! Shut upI mean dont cry! Let me get my checkbook!,,,,,,negative,Sad
15244,MELD,./dataset/meld\train\dia803_utt2.mp4,dia803_utt2.mp4,.mp4,Meld_Monica,"Look honey, you dont have to do this, okay?",,,,,,negative,Surprise
15245,MELD,./dataset/meld\train\dia803_utt3.mp4,dia803_utt3.mp4,.mp4,Meld_Monica,Its the strength you have inside that means the most to me.,,,,,,positive,Happy
15246,MELD,./dataset/meld\train\dia803_utt4.mp4,dia803_utt4.mp4,.mp4,Meld_Monica,"Youre loyal, youre honest, and you have integrity!",,,,,,positive,Happy
15247,MELD,./dataset/meld\train\dia803_utt5.mp4,dia803_utt5.mp4,.mp4,Meld_Monica,Thats the kind of strength that I want in the man that I love!,,,,,,positive,Happy
